Id;Disease
10994;Sandifer syndrome
10998;Silent sinus syndrome
10999;Classic glucose transporter type 1 deficiency syndrome
10987;Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency
10986;Neuromyelitis optica
10989;Dentinogenesis imperfecta-short stature-hearing loss-intellectual disability syndrome
10988;Retinal capillary malformation
10962;Chronic thromboembolic pulmonary hypertension
10963;Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency
10960;Bronchopulmonary dysplasia
10966;Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome
10965;Dopa-responsive dystonia due to sepiapterin reductase deficiency
10954;Adult acute respiratory distress syndrome
10947;Leigh syndrome with cardiomyopathy
10951;Cholangiocarcinoma
10950;Carcinoma of esophagus
10949;Vernal keratoconjunctivitis
10948;Radiation proctitis
10941;Circumscribed palmoplantar hypokeratosis
10936;Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome
10937;Bilateral acute depigmentation of the iris
10924;Pyogenic arthritis-pyoderma gangrenosum-acne syndrome
10921;Naegeli-Franceschetti-Jadassohn syndrome
10923;Anonychia with flexural pigmentation
10919;Limb-mammary syndrome
10913;Rhabdoid tumor
10914;Liposarcoma
10910;Idiopathic steroid-sensitive nephrotic syndrome
10911;Congenital membranous nephropathy due to fetomaternal anti-neutral endopeptidase alloimmunization
10908;3-methylglutaconic aciduria type 4
10909;Dysostosis with brachydactyly
10906;3-methylglutaconic aciduria type 1
10907;3-methylglutaconic aciduria type 3
10904;Thrombocytopenia with congenital dyserythropoietic anemia
10903;Amoebic keratitis
10901;Hyaluronidase deficiency
10897;Autosomal dominant optic atrophy and cataract
10895;Mast cell sarcoma
10894;Cutaneous mastocytosis
10893;Diaphanospondylodysostosis
10892;Dilated cardiomyopathy with ataxia
10891;Sensorineural hearing loss-early graying-essential tremor syndrome
10889;CEDNIK syndrome
10888;Congenital pseudoarthrosis of the clavicle
10887;Goldberg-Shprintzen megacolon syndrome
10886;Obesity due to congenital leptin deficiency
10885;Pigmented villonodular synovitis
10884;Cerebrooculonasal syndrome
10883;PANDAS
10881;Short fifth metacarpals-insulin resistance syndrome
10864;Carvajal syndrome
10867;Lhermitte-Duclos disease
10868;3q29 microdeletion syndrome
10870;Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome
10872;Benign recurrent intrahepatic cholestasis
10874;Monomelic amyotrophy
10879;Carpenter syndrome
10856;Hereditary sensory and autonomic neuropathy type 5
10857;Spinocerebellar ataxia with axonal neuropathy type 2
10858;Nevus comedonicus syndrome
10859;Becker nevus syndrome
10862;Perineural cyst
10832;Childhood absence epilepsy
10843;Ovarian hyperstimulation syndrome
10845;Pulmonary blastoma
10844;Recurrent acute pancreatitis
10816;Iniencephaly
10817;Craniorachischisis
10822;Isolated oxycephaly
10823;Angel-shaped phalango-epiphyseal dysplasia
10820;Distal myopathy with posterior leg and anterior hand involvement
10821;Pemphigoid gestationis
10827;Paraneoplastic pemphigus
10825;Acrocapitofemoral dysplasia
10829;Schisis association
10805;Megalencephaly-capillary malformation-polymicrogyria syndrome
10804;Pudendal neuralgia
10801;Recurrent respiratory papillomatosis
10802;Idiopathic bronchiectasis
10788;Neonatal ichthyosis-sclerosing cholangitis syndrome
10790;Gestational trophoblastic neoplasm
10799;Loeys-Dietz syndrome
10792;Rhombencephalosynapsis
10774;Medial condensing osteitis of the clavicle
10768;Cold agglutinin disease
10782;Laing early-onset distal myopathy
10777;Mazabraud syndrome
10756;Craniopharyngioma
10755;Primary membranoproliferative glomerulonephritis
10766;Atelosteogenesis type II
10767;Atelosteogenesis type III
10765;Carcinoma of gallbladder and extrahepatic biliary tract
10763;Adamantinoma
10760;Hypotrichosis simplex
11259;Hypoxanthine guanine phosphoribosyltransferase partial deficiency
11256;Hemochromatosis type 2
11263;Galactokinase deficiency
11260;Crigler-Najjar syndrome type 1
11261;Crigler-Najjar syndrome type 2
11182;Seizures-intellectual disability due to hydroxylysinuria syndrome
11181;Hydroxykynureninuria
11178;Disseminated superficial actinic porokeratosis
11175;Dermochondrocorneal dystrophy
11173;Familial reactive perforating collagenosis
11194;Disorder of bile acid synthesis
11185;Isobutyryl-CoA dehydrogenase deficiency
11149;Developmental malformations-deafness-dystonia syndrome
11148;Eiken syndrome
11150;Mandibulofacial dysostosis-microcephaly syndrome
11144;Thyrotoxic periodic paralysis
11141;Interstitial granulomatous dermatitis with arthritis
11137;Congenital bile acid synthesis defect type 4
11136;Grange syndrome
11138;Pyridoxal phosphate-responsive seizures
11166;Cutaneous neuroendocrine carcinoma
11167;Hereditary painful callosities
11160;DEND syndrome
11161;Episodic ataxia type 3
11162;Episodic ataxia type 4
11163;Generalized epilepsy-paroxysmal dyskinesia syndrome
11156;Trichodysplasia-amelogenesis imperfecta syndrome
11158;Sparse hair-short stature-skin anomalies syndrome
11159;Focal facial dermal dysplasia type I
11152;Hepatic veno-occlusive disease-immunodeficiency syndrome
11106;Niemann-Pick disease type B
11104;Gaucher disease type 3
11110;Anophthalmia/microphthalmia-esophageal atresia syndrome
11111;Microphthalmia-brain atrophy syndrome
11109;Majeed syndrome
11112;Auricular abnormalities-cleft lip with or without cleft palate-ocular abnormalities syndrome
11113;Monosomy 9q22.3
11127;PPARG-related familial partial lipodystrophy
11125;Juvenile polyposis of infancy
11131;Acquired partial lipodystrophy
11130;Acquired generalized lipodystrophy
11129;AKT2-related familial partial lipodystrophy
11128;Familial partial lipodystrophy, Köbberling type
11132;Localized lipodystrophy
11073;Progressive bifocal chorioretinal atrophy
11074;Bradyopsia
11076;Central areolar choroidal dystrophy
11077;Oligocone trichromacy
11080;Brain malformation-congenital heart disease-postaxial polydactyly syndrome
11082;Periodontal Ehlers-Danlos syndrome
11083;B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome
11084;X-linked Ehlers-Danlos syndrome
11087;X-linked sideroblastic anemia
11088;Acquired idiopathic sideroblastic anemia
11091;Primary progressive freezing gait
11095;6q terminal deletion syndrome
11094;Congenital muscular dystrophy, Ullrich type
11101;Trichorhinophalangeal syndrome type 1 and 3
11100;Lipedema
11103;Gaucher disease type 2
11102;Gaucher disease type 1
11045;Non-24-hour sleep-wake syndrome
11042;Central neurocytoma
11040;Visceral neuropathy-brain anomalies-facial dysmorphism-developmental delay syndrome
11041;Eosinophilic esophagitis
11050;Acquired hemophilia
11048;Growth delay due to insulin-like growth factor type 1 deficiency
11049;Growth delay due to insulin-like growth factor I resistance
11070;Osteosclerosis-ichthyosis-premature ovarian failure syndrome
11068;Cholesteryl ester storage disease
11067;Wolman disease
11014;Familial thrombocytosis
11011;Radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome
11020;Obesity due to pro-opiomelanocortin deficiency
11021;Obesity due to prohormone convertase I deficiency
11022;Obesity due to melanocortin 4 receptor deficiency
11017;Rapid-onset dystonia-parkinsonism
11018;Benign paroxysmal torticollis of infancy
11019;Psychogenic movement disorders
11037;HANAC syndrome
11036;Tubular renal disease-cardiomyopathy syndrome
11039;Spinal muscular atrophy-Dandy-Walker malformation-cataracts syndrome
11038;Ossification anomalies-psychomotor developmental delay syndrome
11035;Global developmental delay-osteopenia-ectodermal defect syndrome
10462;Acitretin/etretinate embryopathy
10460;Graft versus host disease
10452;Omenn syndrome
10453;Uveal melanoma
10447;Schnitzler syndrome
10444;Episodic ataxia type 1
10441;Interstitial cystitis
10440;Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome
10438;Autoimmune hypoparathyroidism
10437;Myoclonus-dystonia syndrome
27690;9q21.13 microdeletion syndrome
10399;Morning glory disc anomaly
10384;Madelung deformity
10385;Primary lateral sclerosis
10391;3-hydroxy-3-methylglutaryl-CoA synthase deficiency
10378;Nanophthalmos
10376;X-linked dominant chondrodysplasia punctata
10383;Erdheim-Chester disease
10381;ALDH18A1-related De Barsy syndrome
10380;Coenzyme Q10 deficiency
10370;Desmosterolosis
10369;Isolated brachycephaly
10368;Isolated plagiocephaly
10375;Epidermal nevus syndrome
10373;Congenital sucrase-isomaltase deficiency
10424;Generalized epilepsy with febrile seizures-plus
10426;Adiposis dolorosa
10428;Hypocomplementemic urticarial vasculitis
10430;Stevens-Johnson syndrome
10418;Distal monosomy 1q
10420;Familial cervical artery dissection
10412;Bullous impetigo
10414;Buerger disease
10403;Hyperinsulinism-hyperammonemia syndrome
10407;Intestinal lymphangiectasia
10323;Neuroectodermal melanolysosomal disease
10321;Bullous lichen planus
10320;Pediatric hepatocellular carcinoma
10333;Naxos disease
10330;Nodular non-suppurative panniculitis
10329;Glutamate-cysteine ligase deficiency
10310;Autosomal agammaglobulinemia
10311;Granulomatous slack skin
10307;Dravet syndrome
10305;Lymphedema-distichiasis syndrome
10318;Reticular dysgenesis
10319;Trichothiodystrophy
10316;Kaposi sarcoma
10317;Jessner lymphocytic infiltration of the skin
10312;Idiopathic hypersomnia
10313;Waldenström macroglobulinemia
10365;Infantile neuroaxonal dystrophy
10367;Isolated scaphocephaly
10366;T-B+ severe combined immunodeficiency due to JAK3 deficiency
10337;Autosomal recessive limb-girdle muscular dystrophy type 2I
10338;Autosomal dominant limb-girdle muscular dystrophy type 1D
10348;Glycogen storage disease due to LAMP-2 deficiency
10345;Familial primary hypomagnesemia with normocalciuria and normocalcemia
10303;Tumor necrosis factor receptor 1 associated periodic syndrome
10697;Branchiootic syndrome
10699;X-linked creatine transporter deficiency
10698;Inclusion body myopathy with Paget disease of bone and frontotemporal dementia
10693;Mantle cell lymphoma
10695;Retinitis punctata albescens
10694;MALT lymphoma
10689;Ulnar/fibula ray defect-brachydactyly syndrome
10688;Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome
10691;Mohr-Tranebjaerg syndrome
10716;Muenke syndrome
10718;Familial cutaneous collagenoma
10706;Isolated follicle stimulating hormone deficiency
10724;Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity
10720;X-linked dystonia-parkinsonism
10748;Posterior cortical atrophy
10749;Corticosteroid-sensitive aseptic abscess syndrome
10746;Thrombotic thrombocytopenic purpura
10745;Plummer-Vinson syndrome
10742;Wyburn-Mason syndrome
10743;Spinal arteriovenous metameric syndrome
10741;Familial tumoral calcinosis
10739;Gnathodiaphyseal dysplasia
10737;GRACILE syndrome
10633;Aceruloplasminemia
10637;IgG4-related retroperitoneal fibrosis
10636;Focal myositis
10639;Achromatopsia
10625;Congenital cataracts-facial dysmorphism-neuropathy syndrome
10631;Primary effusion lymphoma
10630;Monosomy 22q13.3
10648;Talo-patello-scaphoid osteolysis
10649;Microlissencephaly-micromelia syndrome
10650;Lipodystrophy-intellectual disability-deafness syndrome
10651;Zellweger-like syndrome without peroxisomal anomalies
10653;Craniolenticulosutural dysplasia
10654;Branchiogenic deafness syndrome
10640;Acquired purpura fulminans
10641;Lichen amyloidosis
10643;Thiamine-responsive megaloblastic anemia syndrome
10645;Pleural mesothelioma
10665;Blomstrand lethal chondrodysplasia
10664;Schöpf-Schulz-Passarge syndrome
10670;Familial short QT syndrome
10656;Duane anomaly-myopathy-scoliosis syndrome
10663;Keratolytic winter erythema
10662;Striate palmoplantar keratoderma
10660;Kikuchi-Fujimoto disease
10684;Potocki-Shaffer syndrome
10685;Braddock syndrome
10672;Ethylmalonic encephalopathy
10676;WHIM syndrome
10573;PFAPA syndrome
10575;Tietz syndrome
10583;Lambert-Eaton myasthenic syndrome
10577;PHACE syndrome
10589;Miyoshi myopathy
10591;Incessant infant ventricular tachycardia
10584;Gastrointestinal stromal tumor
10598;Epidermolysis bullosa acquisita
10599;Linear IgA dermatosis
10596;Superficial pemphigus
10597;Mucous membrane pemphigoid
10594;Paroxysmal extreme pain disorder
10592;Lathosterolosis
10604;Cerebral arteriovenous malformation
10602;Char syndrome
10601;Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome
10615;Nodular regenerative hyperplasia of the liver
10613;Pyoderma gangrenosum
10611;Felty syndrome
10608;Familial cold urticaria
10616;Subcorneal pustular dermatosis
28123;Early-onset familial hypoaldosteronism
28124;Late-onset familial hypoaldosteronism
11941;Retinopathy of prematurity
11940;Hereditary folate malabsorption
11939;Familial pseudohyperkalemia
11938;Primary familial polycythemia
11926;Deafness with labyrinthine aplasia, microtia, and microdontia
11925;Primary immunodeficiency syndrome due to LAMTOR2 deficiency
11934;Drug-induced autoimmune hemolytic anemia
11935;Shiga toxin-associated hemolytic uremic syndrome
11932;Paroxysmal cold hemoglobinuria
11933;Mixed-type autoimmune hemolytic anemia
11931;Autoimmune hemolytic anemia, warm type
11928;Primary erythromelalgia
11911;X-linked hypophosphatemia
11908;Dystrophic epidermolysis bullosa pruriginosa
11907;Recessive dystrophic epidermolysis bullosa, generalized intermediate
11906;Centripetalis recessive dystrophic epidermolysis bullosa
11905;Junctional epidermolysis bullosa, non-Herlitz type
11904;Epidermolysis bullosa simplex superficialis
11918;Erythema elevatum diutinum
11912;Autosomal dominant hypophosphatemic rickets
12018;Blau syndrome
12020;Xeroderma pigmentosum variant
12024;Autosomal dominant cutis laxa
12025;Autosomal recessive cutis laxa type 1
12026;Autosomal recessive cutis laxa type 2
12028;Brittle cornea syndrome
12030;Primary intestinal lymphangiectasia
12031;Secondary intestinal lymphangiectasia
12001;CREST syndrome
12000;Localized scleroderma
12003;Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome
12002;Systemic sclerosis
12005;Klippel-Trénaunay syndrome
12004;Parkes Weber syndrome
11986;Centrifugal lipodystrophy
11987;Drug-induced localized lipodystrophy
11984;Mandibuloacral dysplasia with type A lipodystrophy
11985;Mandibuloacral dysplasia with type B lipodystrophy
11990;Pressure-induced localized lipoatrophy
11988;Idiopathic localized lipodystrophy
11989;Panniculitis-induced localized lipodystrophy
11994;Chilblain lupus
11993;Meige disease
11973;Charcot-Marie-Tooth disease-deafness-intellectual disability syndrome
27390;Pediatric-onset Graves disease
11824;Hepatocellular carcinoma
11820;Autosomal recessive ataxia, Beauce type
11816;Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome
11817;Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency
11819;Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome
11812;Anterior segment developmental anomaly
11814;Vacuolar myopathy with sarcoplasmic reticulum protein aggregates
11808;Ichthyosis-prematurity syndrome
11809;Posterior column ataxia-retinitis pigmentosa syndrome
11806;Familial acute necrotizing encephalopathy
11805;Psychomotor delay due to S-adenosylhomocysteine hydrolase deficiency
11804;Autosomal recessive non-syndromic intellectual disability
11801;Sialidosis type 2
11800;Mal de Meleda
11796;Hereditary palmoplantar keratoderma, Gamborg-Nielsen type
11792;Keratosis palmaris et plantaris-clinodactyly syndrome
11791;Diffuse palmoplantar keratoderma-acrocyanosis syndrome
11787;Lymphedema-cerebral arteriovenous anomaly syndrome
11784;Myoclonic epilepsy of infancy
27332;Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome
27329;PLAA-associated neurodevelopmental disorder
27320;Xq25 microduplication syndrome
27323;Frontonasal dysplasia-bifid nose-upper limb anomalies syndrome
27324;Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome
27326;Dystonia-parkinsonism-hypermanganesemia syndrome
11903;Epidermolysis bullosa simplex, autosomal recessive K14
27327;Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect
12199;Fragile X-associated tremor/ataxia syndrome
12205;Crouzon syndrome-acanthosis nigricans syndrome
12203;Pfeiffer syndrome type 3
12202;Pfeiffer syndrome type 2
12201;Pfeiffer syndrome type 1
12214;Short rib-polydactyly syndrome, Verma-Naumoff type
12210;Cloverleaf skull-multiple congenital anomalies syndrome
12223;Spondyloepiphyseal dysplasia, Kimberley type
12216;Thanatophoric dysplasia type 2
27460;NKX6-2-related autosomal recessive hypomyelinating leukodystrophy
12167;Posterior urethral valve
12166;Congenital megacalycosis
12160;Relapsing fever
12173;Hypocalcemic vitamin D-resistant rickets
12168;HNF1B-related autosomal dominant tubulointerstitial kidney disease
12259;Tibial hemimelia
12258;Radial hemimelia
12257;Ulnar hemimelia
12262;Autosomal dominant Kenny-Caffey syndrome
12261;Autosomal recessive Kenny-Caffey syndrome
12260;Fibular hemimelia
12265;Autosomal recessive omodysplasia
12264;Autosomal dominant omodysplasia
12268;Pelviscapular dysplasia
12280;Spondyloepimetaphyseal dysplasia congenita, Strudwick type
12287;Spondyloepimetaphyseal dysplasia, Missouri type
12284;Spondyloepimetaphyseal dysplasia, Irapa type
12285;Spondyloepimetaphyseal dysplasia, Shohat type
12224;Spondyloepiphyseal dysplasia tarda
12233;Achondrogenesis type 2
12235;Achondrogenesis type 1B
12236;Achondrogenesis type 1A
12239;Brachyolmia, Maroteaux type
12241;Autosomal dominant brachyolmia
12244;Multiple epiphyseal dysplasia type 4
12245;Multiple epiphyseal dysplasia type 1
12248;Multiple epiphyseal dysplasia type 5
12251;Spondylometaphyseal dysplasia, Kozlowski type
12252;Spondylometaphyseal dysplasia, 'corner fracture' type
12253;Spondylometaphyseal dysplasia, Schmidt type
12254;Spondylometaphyseal dysplasia, Sedaghatian type
27631;17q24.2 microdeletion syndrome
12074;Hypothyroidism due to TSH receptor mutations
12075;Isolated thyroid-stimulating hormone deficiency
27620;Chronic bilirubin encephalopathy
27619;Acute bilirubin encephalopathy
12095;Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency
12094;Congenital lipoid adrenal hyperplasia due to STAR deficency
12081;Panhypopituitarism
27632;Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome
27633;Male infertility due to acephalic spermatozoa
12061;Stickler syndrome type 1
12060;Otopalatodigital syndrome type 2
12062;Stickler syndrome type 2
27609;Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome
12056;Jervell and Lange-Nielsen syndrome
12059;Otopalatodigital syndrome type 1
12055;Deafness-hypogonadism syndrome
12138;Familial thoracic aortic aneurysm and aortic dissection
12136;Hereditary angioedema
12137;Acquired angioedema
12128;Pituitary deficiency due to empty sella turcica syndrome
12129;Sheehan syndrome
12159;Lyme disease
12146;Isolated congenital alacrima
12107;Cardiomyopathy-hypotonia-lactic acidosis syndrome
12108;DK1-CDG
12109;Ichthyosis-hypotrichosis syndrome
12110;Osteopenia-myopia-hearing loss-intellectual disability-facial dysmorphism syndrome
12096;Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency
12097;Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
12098;Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency
12099;46,XY disorder of sex development due to isolated 17,20-lyase deficiency
12100;Partial androgen insensitivity syndrome
12101;Primary lipodystrophy
12121;TSH-secreting pituitary adenoma
12123;Non-functioning pituitary adenoma
12122;Functioning gonadotropic adenoma
12125;Pituitary dermoid and epidermoid cysts
12124;Pituitary deficiency due to Rathke's cleft cysts
12112;Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency
12115;Cryoglobulinemic vasculitis
11422;Epidermolysis bullosa simplex, generalized severe
11423;Epidermolysis bullosa simplex with mottled pigmentation
11420;Congenital non-bullous ichthyosiform erythroderma
11421;Keratoderma hereditarium mutilans with ichthyosis
11399;Ectodermal dysplasia syndrome
11425;Epidermolysis bullosa simplex, generalized intermediate
11427;Epidermolysis bullosa simplex, Ogna type
11426;Localized epidermolysis bullosa simplex
11429;Junctional epidermolysis bullosa-pyloric atresia syndrome
11428;Junctional epidermolysis bullosa, generalized intermediate
11431;Junctional epidermolysis bullosa inversa
11430;Junctional epidermolysis bullosa, generalized severe
11432;Late-onset junctional epidermolysis bullosa
11435;Recessive dystrophic epidermolysis bullosa inversa
11434;Severe generalized recessive dystrophic epidermolysis bullosa
11437;Transient bullous dermolysis of the newborn
11436;Pretibial dystrophic epidermolysis bullosa
11478;Milroy disease
11482;Diffuse cutaneous mastocytosis
11483;Maculopapular cutaneous mastocytosis
11481;Cutaneous mastocytoma
11461;Oculocutaneous albinism type 4
11460;Oculocutaneous albinism type 1B
11459;Oculocutaneous albinism type 3
11458;Oculocutaneous albinism type 2
11457;Oculocutaneous albinism type 1A
11456;Hermansky-Pudlak syndrome
11470;Pseudohypoparathyroidism type 1C
11469;Pseudohypoparathyroidism type 1A
11504;Griscelli syndrome type 3
11506;Pemphigus erythematosus
11507;Pemphigus foliaceus
11518;Pili gemini
11500;Atypical Werner syndrome
11503;Griscelli syndrome type 2
11502;Griscelli syndrome type 1
11499;Porphyria variegata
11290;Juvenile neuronal ceroid lipofuscinosis
11289;Infantile neuronal ceroid lipofuscinosis
11288;Adult neuronal ceroid lipofuscinosis
11280;Classic phenylketonuria
11267;Biotinidase deficiency
11264;Galactose epimerase deficiency
11265;Classic galactosemia
11268;Holocarboxylase synthetase deficiency
11325;Hyperinsulinism due to glucokinase deficiency
11327;Congenital bile acid synthesis defect type 1
11318;Fish-eye disease
11304;Autosomal erythropoietic protoporphyria
11305;Alpha-N-acetylgalactosaminidase deficiency type 1
11306;Alpha-N-acetylgalactosaminidase deficiency type 2
11307;Alpha-N-acetylgalactosaminidase deficiency type 3
11308;Methylmalonic acidemia with homocystinuria, type cblC
11309;Methylmalonic acidemia with homocystinuria, type cblD
11310;Methylmalonic acidemia with homocystinuria type cblF
11299;Hereditary coproporphyria
11302;Acute intermittent porphyria
11303;Congenital erythropoietic porphyria
11359;COG7-CDG
11358;B4GALT1-CDG
11356;MOGS-CDG
11355;MGAT2-CDG
11354;ALG9-CDG
11353;ALG1-CDG
11352;ALG2-CDG
11351;ALG8-CDG
11350;ALG12-CDG
11349;MPDU1-CDG
11348;DPM1-CDG
11347;ALG3-CDG
11346;ALG6-CDG
11345;MPI-CDG
11344;PMM2-CDG
11340;L-2-hydroxyglutaric aciduria
11338;Vitamin B12-unresponsive methylmalonic acidemia type mut-
11328;Congenital bile acid synthesis defect type 3
11329;Congenital bile acid synthesis defect type 2
11384;Porokeratosis
11387;Inherited epidermolysis bullosa
11383;Hereditary palmoplantar keratoderma
11377;3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form
11376;3-phosphoserine phosphatase deficiency
11651;Idiopathic juvenile osteoporosis
11652;Spondylo-ocular syndrome
11655;Genochondromatosis type 1
11657;Craniosynostosis-anal anomalies-porokeratosis syndrome
11656;Dysspondyloenchondromatosis
11659;Genitopatellar syndrome
11661;Acropectoral syndrome
11660;Keutel syndrome
11663;X-linked intellectual disability, Abidi type
11662;Fetal Gaucher disease
11664;Syndromic X-linked intellectual disability 7
11665;Microphthalmia-ankyloblepharon-intellectual disability syndrome
11666;X-linked intellectual disability, Armfield type
11667;X-linked intellectual disability, Cantagrel type
11668;Christianson syndrome
11669;Syndromic X-linked intellectual disability due to JARID1C mutation
11670;X-linked intellectual disability-cubitus valgus-dysmorphism syndrome
11672;MEHMO syndrome
11673;X-linked intellectual disability, Miles-Carpenter type
11674;BRESEK syndrome
11675;X-linked intellectual disability, Schimke type
11676;X-linked intellectual disability, Shashi type
11677;X-linked intellectual disability, Siderius type
11678;X-linked intellectual disability, Stocco Dos Santos type
11683;X-linked intellectual disability, Cabezas type
11682;X-linked spinocerebellar ataxia type 4
11680;X-linked intellectual disability, Wilson type
11687;X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome
11686;X-linked spinocerebellar ataxia type 3
11685;HSD10 disease, atypical type
11684;X-linked epilepsy-learning disabilities-behavior disorders syndrome
11691;Deafness-intellectual disability syndrome, Martin-Probst type
11690;X-linked intellectual disability-macrocephaly-macroorchidism syndrome
11689;X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome
11695;X-linked intellectual disability, Stevenson type
11694;X-linked intellectual disability, Shrimpton type
11693;X-linked intellectual disability, Seemanova type
11692;X-linked intellectual disability, Pai type
11698;X-linked intellectual disability, Turner type
11699;X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome
11696;X-linked intellectual disability, Stoll type
11697;X-linked intellectual disability-acromegaly-hyperactivity syndrome
11702;X-linked intellectual disability-retinitis pigmentosa syndrome
11700;X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome
11706;X-linked neurodegenerative syndrome, Hamel type
11704;X-linked neurodegenerative syndrome, Bertini type
11705;Fried syndrome
11710;Oligoarticular juvenile idiopathic arthritis
11711;Systemic-onset juvenile idiopathic arthritis
11708;X-linked intellectual disability-ataxia-apraxia syndrome
11709;Rheumatoid factor-negative juvenile idiopathic arthritis
11717;AL amyloidosis
11719;Wild type ABeta2M amyloidosis
11718;AA amyloidosis
11713;Psoriasis-related juvenile idiopathic arthritis
11712;Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis
11715;Enthesitis-related juvenile idiopathic arthritis
11727;X-linked severe congenital neutropenia
11726;DPAGT1-CDG
11721;AGel amyloidosis
11720;ATTRV30M amyloidosis
11732;Autosomal recessive limb-girdle muscular dystrophy type 2K
11734;Benign adult familial myoclonic epilepsy
11740;Familial avascular necrosis of femoral head
11742;Lissencephaly type 3-metacarpal bone dysplasia syndrome
11736;Congenital analbuminemia
11738;Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome
11751;Acute panmyelosis with myelofibrosis
11750;Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality
11749;Refractory anemia with excess blasts
26926;Congenital cerebellar ataxia due to RNU12 mutation
11775;Nodular lymphocyte predominant Hodgkin lymphoma
11772;Subcutaneous panniculitis-like T-cell lymphoma
11529;Ichthyosis hystrix of Curth-Macklin
11532;Cholesterol-ester transfer protein deficiency
11525;Autosomal dominant deafness-onychodystrophy syndrome
11526;DOORS syndrome
11527;Punctate palmoplantar keratoderma type 1
11544;Gardner syndrome
11562;Scrub typhus
11579;Desmoplastic small round cell tumor
11578;Solitary bone cyst
11576;Narcolepsy type 2
11582;Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome
11581;CAMOS syndrome
11571;Complex regional pain syndrome
11575;Microtia
11574;Congenital primary aphakia
11573;Glomuvenous malformation
11572;Vulvovaginal gingival syndrome
11597;Macrostomia-preauricular tags-external ophthalmoplegia syndrome
11598;Enteric anendocrinosis
11599;LUMBAR syndrome
11592;Steroid-responsive encephalopathy associated with autoimmune thyroiditis
11595;Agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome
11591;Encephalitis lethargica
11613;Hinman syndrome
11615;Fibronectin glomerulopathy
11605;Syndromic diarrhea
27024;Autosomal recessive spastic paraplegia type 78
11600;Leukoencephalopathy-spondylometaphyseal dysplasia syndrome
11630;Hypomyelination-congenital cataract syndrome
11631;Camptodactyly-tall stature-scoliosis-hearing loss syndrome
11629;Facial onset sensory and motor neuronopathy
11626;Addison disease
11623;Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome
11619;Isaac syndrome
11646;Craniometadiaphyseal dysplasia, wormian bone type
11644;Infantile osteopetrosis with neuroaxonal dysplasia
11642;Astley-Kendall dysplasia
11641;Pseudodiastrophic dysplasia
11640;IMAGe syndrome
11639;Microcephalic osteodysplastic dysplasia, Saul-Wilson type
11637;Mesomelic dysplasia, Savarirayan type
11636;Familial digital arthropathy-brachydactyly
11635;Craniofacial conodysplasia
11634;Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome
11633;Platyspondylic dysplasia, Torrance type
11632;Severe achondroplasia-developmental delay-acanthosis nigricans syndrome
13310;Hodgkin lymphoma
13309;Mastocytosis
12866;Rigid spine syndrome
12871;GRFoma
12875;Insulinoma
12874;PPoma
12879;Thyroid lymphoma
12878;Somatostatinoma
12877;VIPoma
12876;Glucagonoma
12882;Thymic neuroendocrine tumor
12883;Familial papillary thyroid carcinoma with renal papillary neoplasia
12880;Carney-Stratakis syndrome
12881;Bronchial neuroendocrine tumor
